Word,Meaning,Derivates,Etymology,Additional Forms,Additional forms,Dialectal forms,Dialectal forms (1),Dialectal forms (2),Dialectal forms (3),Dialectal forms (4),Miscellaneous,Notes,Notes on correspondences,Number in CVOTGD,Number in DED,Stems,_depth,_error,_page,_record_num,_url
*āq-,to know,,Dravidian etymology,,"Also KURaxkā,akhkāknowledge, experience; MLTāg̣reto get accustomed to.",,,,,,,"The lack of vowel length in Kurukh is probably secondary (possibly due to the influence of nominal derivatives where the vowel was shortened before clusters). Inlaut -g-, -g̣- in Malto and -x- in Kurukh point to PNDR  *-q-  (PNDR*āq-nā>  Kurukhax-nā, PNDR pret.*āq-as>  Kurukhakkh-aswith the regular gemination *-q- > *-qq- > -kkh-). The preterite form in Malto - with gemination, no less - is unclear.",,,17,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=68&root=config
*āl,man,,,,,,,,,,,,,,,,,,8,10,
*āl,"adult, mature",,Dravidian etymology,,"Also KURālasan adult male person, husband, friend, servant, soldier.",,,,,,,,,,399,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=61&root=config
*āl-ī,woman,,,,,,,,,,,"Probably related to *āḷ 'man'. NDR *āl-ī maybe directly < *āḷd-i, or maybe formed by analogy with *āl.",,,,,,,8,12,
*āl-ī,"woman, wife",,Dravidian etymology,,,,,,,,,,,,400,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=63&root=config
*āl-i,hail,,Nostratic etymology,,,,,,,,,NDR? The exact phonetic nature of the cluster is uncertain.,,,,,,,8,13,
*āl-i,hailstone,,Dravidian etymology,,,,,,,,,"В малто необъяснимое сокращение долготы. Возможно, форму следует реконструировать с кластером (*alC-), обусловившим сокращение гласного.",,,384,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=62&root=config
*am,water,,Nostratic etymology,,,,,,,,,"A NDR-Tamil isogloss, possibly archaic in the light of external comparison; in any case, borrowing from Old Indianámbu-,ámbhas-'water' is quite unlikely (inlaut-mb-would not be simplified in Dravidian). // Present in 2/6 branches.",,,,,,,8,14,
*am,"water, urine, dropsy",,Dravidian etymology,,Also MLTam-amreto water (as the mouth);amsrowaterish.,,,,,,,,,,187,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=20&root=config
*ān-,1 to press against 2 to support,,,,,,,,,,,,,,,,,,8,16,
*ān-,"to lean against, press",,Dravidian etymology,,MLT may not belong here.,,,,,,,,,,409,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=66&root=config
*ār-cī,sharp(ness),,,,,,,,,,,,,,,,,,9,4,
